,text,label_str,label
2021,from special operations to special political action the rump soe and sis post war covert action capability 1945 1977,politics,2
4409,children with disabilities constructing metaphors and meanings through art,psychology,1
3774,how to enhance competition ability of chinese 3pl,business,5
2696,the analects of confucius law ideological characteristics seen in,politics,2
1130,deeply implement the spirit of july 1st speech to overall heighten education quality,politics,2
1461,the summer of chasing mermaids by sarah ockler review,psychology,1
4820,application of cluster analysis in telecommunication customers segmentation,business,5
5071,anguish under siege high grade japanese signal intelligence and the fall of berlin,politics,2
2908,management system in the span like development of guangdong s higher education,business,5
2864,both recoil of innovation the internalization of external costs in medical innovations,politics,2
222,the role of credit currency and debt crises in trade performance a product disaggregated panel data analysis,economics,3
5193,the importance of language universals,politics,2
48,iconoclastic images in the history of education another look at children in revolt in two children s films from the 1930s,politics,2
573,city of quarters urban villages in the contemporary city,geography,4
1236,a political paradox north carolina s twenty five years under jim hunt and jesse helms,politics,2
4444,atherosclerosis progression in human coronary arteries assessed by artreat modeling pathophysiological insights by a patient specific approach,medicine,0
5427,the european economic community,economics,3
5034,a new tool assessing intention reading the v sir as a measure of severity in schizophrenia,psychology,1
2282,avifauna of a lake in district etawah uttar pradesh india,geography,4
267,does cannabidiol protect against the negative effects of thc,psychology,1
1104,copper chelation mediated resolution of angioproliferative lesions in experimental pulmonary hypertension is associated with an altered ceramide sphingosine 1 phosphate balance,medicine,0
2305,climate finance what lessons from development aid in the past,economics,3
4516,medical cost incidence rate and treatment status of gastroesophageal reflux disease in japan analysis of claims data,economics,3
1935,development of cities and towns in changji of xijiang,business,5
386,computer laboratory in medical education for medical students,medicine,0
1701,disparities in higher education in the context of inclusive growth in india,economics,3
3858,agmatine is an inflammatory agent of the lung,medicine,0
2807,commensuration and proliferation similarity and divergence in law s shaping of medical technology,politics,2
4904,research on international cooperation of logistics enterprises based on evolutionary game,business,5
1563,necessity analysis of payment according to specific diseases taking anhui new cooperative system as an example,business,5
3148,theory and empirical foundation for energy policy designed to promote u s motor gasoline conservation,economics,3
209,vital statistics rates in the united states 1900 1940 forrest e linder robert d grove,politics,2
909,achieving an optimal allocation of resources for animal health surveillance intervention and disease mitigation,economics,3
1289,shadow effect on photovoltaic potentiality analysis using 3d city models,geography,4
4231,local government and administration in the democratic republic of vietnam since 1954 part 2,politics,2
3393,the follow up auditing of colleges construction cost control,business,5
1842,roy christian p c s histoire de l assomption 1967 edite par la commission des fetes du 250e 26 x 17 mm 540 p roy christian p c s histoire de l assomption 1967 edite par la commission des fetes du 250e 26 x 17 mm 540 p,politics,2
