text,label_str,label
hurting or helping the effect of service agents workplace ostracism on customer service perceptions,business,5
burden of lung disease and risks for lung disease among persons living with hiv in soweto south africa,medicine,0
hrvatska na starim zemljovidima mirko markovic,geography,4
genetic variants in the mannose receptor gene mrc1 are associated with sarcoidosis in japanese,medicine,0
variations d amplitude des reflexes monosynaptiques avant un mouvement volontaire,psychology,1
outcomes of structured teaching for children on the autism spectrum does the research evidence neglect the bigger picture,psychology,1
from applicant to designated european capital of culture,sociology,6
odd visitor from the oort cloud,geography,4
agricultural development an international perspective,economics,3
the original analects sayings of confucius and his successors,geography,4
nigeria the political transition and future of democracy,politics,2
transcription factor p53 plays a pivotal role in protection against elastase induced pulmonary inflammation and emphysema,medicine,0
no 29316 international development association and ghana,geography,4
industrial upgrading the only way for china s economic development,business,5
a transient increase in cck mrna levels in amygdala following audiogenic seizures in audiogenic seizure prone rats,psychology,1
regional autonomy and fiscal decentralization in democratic indonesia,politics,2
degisik peyzaj karakterleri barindiran daglarin foto safari amacli gorsel peyzaj analizi,geography,4
necessities of belief in allah s names and attributes applied studies upon some names,sociology,6
research in transportation in relation to agriculture j d black editor new york social science research council 1933 94 pp 75 cents,economics,3
rose effect and the euro is the magic gone,economics,3
comparing bronchodilator response measured by impulse oscillometry to spirometry in children with asthma,medicine,0
the impact of urinary antigen on the clinical outcome in pneumococcal pneumonia patients,medicine,0
comparative economics of production and marketing of tissue culture banana and traditional banana in pune district of maharashtra,business,5
emerging forms of power in two african borderlands a theoretical and empirical research outline,politics,2
australian beef exports dead or alive,business,5
a historia e as ciencias sociais na profissionalizacao da historiografia argentina,sociology,6
green for gold social and ecological tradeoffs influencing the sustainability of the brazilian soy industry,economics,3
educacion de calidad y en competencias para la competitividad o para la cooperacion,sociology,6
re heritage trees,geography,4
carl mauch and some karanga chiefs around great zimbabwe 1871 1872 re considering the evidence,politics,2
